gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,0,0.6771328748826914,1,1,-0.1759984308148967,0.2880893110128537,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,1.4100994218432377,1,0,0.9871558947173189,1.774994976658653,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0
1,0,0,1,0.2699292376823878,1,0,-1.5053176599945717,-0.6633007452421039,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,0,0,-0.7480798553183711,1,0,-1.5053176599945717,-0.8822749762873285,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,0,0,0.4328106925625092,1,1,1.452417624930205,1.0235954983542734,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1,1,0,0,0.9621754209229038,1,1,1.219786759823762,1.462426921053776,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.7480798553183711,1,0,-0.1759984308148967,-0.6663911073737906,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
0,0,0,0,-1.2774445836787658,1,0,0.22279733793900577,-0.975868800846981,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,-0.6666391278783104,1,1,-0.30893035373286415,-0.6288652814890243,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,1,1.5322605130033287,1,1,1.3859516634712212,2.3277283179260344,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,1.6137012404433895,1,1,0.6548260874224001,1.6332797989055943,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
0,0,1,1,-0.3815965818380979,1,1,0.3557292608569733,-0.2558144241639945,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,1,-0.4630373092781586,1,0,-1.3391527563471124,-0.8010426002544226,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,-1.2774445836787658,1,1,-1.47208467926508,-0.9983842963778408,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,1,-1.2774445836787658,1,0,0.15633137648002204,-0.9767517614560343,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,-0.01511330835782469,1,1,0.953922913987827,0.28676487009927365,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,-0.6259187641582801,1,0,0.5218941645044327,-0.3891414761310466,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-1.1552834925186748,0,1,-1.0400559297816856,-0.9467311007482213,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.14776814652229672,1,0,-0.30893035373286415,-0.15030063138212216,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0.7178532386027217,0,0,-0.8406580454047341,-0.15427395412286213,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
0,0,1,1,0.636412511162661,0,1,-1.1729878526996529,-0.37898742912693334,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,1,0.7178532386027217,1,0,-1.47208467926508,-0.5789780070775115,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,1,0,1.6137012404433895,1,0,0.4886611837749408,1.557786666831535,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
1,0,0,1,-0.9109613101984925,1,0,-1.3391527563471124,-0.9087637945589283,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,0,0,-0.5851984004382497,1,0,-1.5053176599945717,-0.834595103398449,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-1.2774445836787658,1,1,0.4886611837749408,-0.9723369584107677,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-1.2774445836787658,1,0,-1.5053176599945717,-0.9988257766823675,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,-0.9516816739185229,1,1,0.9871558947173189,-0.6491733754972507,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.2367242199587354,1,0,0.8542239717993514,-0.9303963294807348,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,0.31064960140241815,1,1,0.4554282030454489,0.37285352948197287,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,0,1.4915401492832985,1,0,1.1533207983647782,2.012952860798524,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,1,0,0.18848851024232707,1,1,1.1533207983647782,0.650103160724717,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
1,0,0,1,-0.5851984004382497,1,1,0.5218941645044327,-0.3864925943038866,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,-0.8702409464784622,1,1,0.1895643572095139,-0.6390193284931375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,-0.9924020376385532,1,1,0.688059068151892,-0.7304057515301566,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,-1.196003856238705,1,0,0.3557292608569733,-0.9003756687729217,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0.9214550572028735,1,0,-0.1759984308148967,0.38653941892229937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1,0,1,0,0.02560705536220566,1,1,0.953922913987827,0.35784319912806634,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0.5549717837226003,1,0,-0.6744931417572748,-0.05008460225456979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0.06632741908223602,1,0,-1.2726867948881286,-0.5745632040322448,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,-1.196003856238705,1,0,-1.47208467926508,-0.978517682674141,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,1,1,-0.09655403579788539,1,0,-1.438851698535588,-0.693321405949917,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,0.02560705536220566,1,0,-0.1759984308148967,-0.14544434803232886,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,0,1,1,0.51425142000257,1,1,1.0203888754468107,0.9211720677040878,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1,0,0,0,0.31064960140241815,1,1,-0.10953246935591295,0.16138446361370157,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1.572980876723359,1,1,1.7847474322251238,2.735214639004144,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,0,0,-1.2774445836787658,1,0,-0.34216333446235603,-0.9833739660239342,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1.6137012404433895,0,0,-0.009833527167437319,0.9918089164283538,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,1,-0.42231694555812826,1,1,0.5218941645044327,-0.2169641573656482,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,0.5549717837226003,1,1,-1.47208467926508,-0.6341630451433442,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0.9214550572028735,1,0,-1.438851698535588,-0.47302273399111244,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,-1.2774445836787658,1,0,-1.47208467926508,-0.9983842963778408,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,-0.8295205827584318,1,1,0.3557292608569733,-0.6301897224026043,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1
1,0,0,0,-0.05583367207785505,1,1,0.5218941645044327,0.06514175722688911,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,-1.1145631287986444,0,1,-1.3391527563471124,-0.9630658720157078,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1.4100994218432377,1,1,0.3557292608569733,1.301286609901544,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1,0,0,0,-1.2774445836787658,1,0,-0.6744931417572748,-0.9877887690692009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0.31064960140241815,0,1,-0.7409591032162585,-0.24963369990062123,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,1,1,0.3513699651224485,1,1,0.32249628012748144,0.3273810581157266,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,-1.2774445836787658,1,1,0.3557292608569733,-0.9741028796288743,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.7585736023227521,1,1,0.9871558947173189,1.1282263305270925,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0,1,1,0.39209032884247885,0,0,-0.5415612188393073,-0.11012592367019589,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0
1,0,1,1,-0.3815965818380979,1,0,-1.5053176599945717,-0.8147284896947492,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,1,0,0,-1.2774445836787658,1,1,0.1895643572095139,-0.9763102811515076,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.2774445836787658,1,0,-1.47208467926508,-0.9983842963778408,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,0.9621754209229038,1,1,1.3859516634712212,1.5944295321072481,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1,0,0,1,-0.7073594915983408,1,1,0.8874569525288433,-0.3758970669952467,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,-0.8295205827584318,1,1,-1.3059197756176204,-0.8690305671515287,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,1,0.8807346934828431,1,0,0.15633137648002204,0.7017563563543364,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
0,0,0,0,-1.0331224013585836,1,1,0.05663243429154643,-0.8050159229951626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,0.02560705536220566,1,0,0.7212920488813839,0.2046495334573145,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1,1,-0.6666391278783104,1,0,-1.47208467926508,-0.8566691186247821,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,1,-0.4630373092781586,1,0,-0.009833527167437319,-0.417396215620753,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1,1,1,0,-0.09655403579788539,1,0,0.32249628012748144,-0.044345358295723177,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
1,0,0,0,-1.196003856238705,1,1,-0.47509525738032354,-0.9423162977029547,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,-0.8702409464784622,1,0,0.2560303186684977,-0.6460830133655641,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1.2064976032430859,1,1,1.685048490036648,2.1418651097203094,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
1,0,0,0,-0.5851984004382497,1,0,-1.5053176599945717,-0.8535787564930954,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,0,1,-1.073842765078614,1,0,-1.5053176599945717,-0.9507044234889612,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,0.5549717837226003,1,1,1.219786759823762,1.0562650408892464,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
1,0,0,0,-0.4630373092781586,1,1,0.6548260874224001,-0.24036261350556132,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,1.450819785563268,1,1,-1.3391527563471124,-0.34587640628743366,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,-1.2774445836787658,1,1,-0.47509525738032354,-0.9851398872420409,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,-0.3001558543980372,1,1,0.32249628012748144,-0.21387379523396155,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,-0.34087621811806756,1,0,-1.5053176599945717,-0.7873567108140961,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,0,-0.09655403579788539,1,1,0.688059068151892,0.15123041660958833,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-1.2367242199587354,1,0,0.5218941645044327,-0.9259815264354682,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0.7585736023227521,1,1,1.3859516634712212,1.4200448118192164,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,1,1,1.0028957846429343,1,1,0.6548260874224001,1.1317581729633057,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,0,0,-0.7073594915983408,1,0,-1.3059197756176204,-0.8443076700980355,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,1,1.6137012404433895,1,1,0.6215931066929082,1.6840500339261606,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,-1.2367242199587354,1,1,0.3557292608569733,-0.936577053744108,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,-0.1779947632379461,1,0,1.0536218561763024,0.17771923488118807,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1,1,1,0,-0.13727439951791576,1,1,1.1200878176352862,0.31899293232972004,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,1.5322605130033287,1,1,1.219786759823762,2.0804993473911035,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
0,0,0,0,-0.7888002190384015,1,0,-1.47208467926508,-0.8866897793325952,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,1,1,0,1.0843365120829949,1,1,0.9871558947173189,1.4134226072513163,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
1,1,1,0,-0.7888002190384015,1,1,1.0203888754468107,-0.46286868698699923,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,-1.0331224013585836,1,1,0.32249628012748144,-0.7745537819828229,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,1.2064976032430859,1,0,0.5551271452339246,1.1935654155970385,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,0,0,-0.4630373092781586,1,1,-0.14276545008540484,-0.4518316793738327,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
0,0,0,0,-1.2367242199587354,1,0,-0.14276545008540484,-0.9582095886659145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-1.2774445836787658,1,0,-0.7077261224867667,-0.9882302493737275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,-1.1552834925186748,1,0,0.7212920488813839,-0.871237968674162,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-0.5444780367182194,1,0,-1.47208467926508,-0.8381269458346623,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,0,-0.09655403579788539,1,0,0.688059068151892,0.12076827559724859,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,1,1,1.4100994218432377,1,1,-1.5053176599945717,-0.44035319145613944,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,1,1,0,1.6137012404433895,1,1,1.2530197405532537,2.325962396707928,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
1,0,1,0,0.8400143297628128,1,0,-1.5053176599945717,-0.5171707644437786,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,-1.1145631287986444,1,0,-1.5053176599945717,-0.9635073523202344,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,1,1,0,1.572980876723359,1,1,1.0203888754468107,1.9537944999919512,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
0,0,1,1,0.7178532386027217,1,1,0.6548260874224001,0.8311100855806486,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
1,0,1,1,0.9621754209229038,1,1,1.2862527212827457,1.5855999260167148,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,0,0,-1.2367242199587354,1,1,-0.47509525738032354,-0.9590925492749678,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,0,0,-1.2367242199587354,1,1,0.7877580103403676,-0.9281889279581015,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,-0.34087621811806756,1,0,-0.34216333446235603,-0.41651325501169967,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0.5549717837226003,1,0,-1.5053176599945717,-0.626657879966391,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,1,0,1.572980876723359,1,1,1.71828147076614,2.7736234254979637,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,0,0,-0.13727439951791576,0,1,-1.1065218912406691,-0.5984031404766845,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,1,1.4915401492832985,1,0,-1.3391527563471124,-0.2487507392915679,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,1,0,1.572980876723359,1,0,0.6548260874224001,1.6222427912924278,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,1,0,0,-1.2774445836787658,1,1,0.8874569525288433,-0.9670391947564477,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,0.9621754209229038,1,1,0.688059068151892,1.122487086568246,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,1,0.9621754209229038,1,1,-1.438851698535588,-0.4606612854643659,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,0,-1.2774445836787658,1,1,0.4886611837749408,-0.9723369584107677,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,-0.1779947632379461,1,0,-1.3059197756176204,-0.7105391378264568,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,1,-0.5444780367182194,1,0,-1.47208467926508,-0.8385684261391889,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,0,1.3693790581232073,1,0,-0.043066507896929195,0.8752581160333148,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1,1,-0.6259187641582801,1,1,-0.10953246935591295,-0.5348299766248452,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
1,0,1,1,0.7992939660427824,1,0,-1.3059197756176204,-0.41342289288001305,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,-0.5444780367182194,1,0,-0.20923141154438857,-0.5458669842380117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0.14776814652229672,1,0,0.688059068151892,0.31855145202519336,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1,1,1,0,-1.0331224013585836,1,1,0.1895643572095139,-0.8010426002544226,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1.6137012404433895,1,1,1.3194857020122375,2.3202231527490813,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
1,0,1,1,1.4100994218432377,1,1,1.5521165671186807,2.2959417360001146,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
1,1,0,0,0.06632741908223602,1,1,1.1533207983647782,0.4686547555642586,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
1,1,1,0,1.0028957846429343,1,1,1.0203888754468107,1.3886997101978233,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,-1.0331224013585836,1,1,0.7212920488813839,-0.7480649637112231,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,1,1,0,-1.2774445836787658,1,1,1.18655377909427,-0.9630658720157078,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,-0.9924020376385532,1,1,-1.5053176599945717,-0.9361355734395813,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,1.4915401492832985,1,0,1.3194857020122375,2.0955096777450097,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,1,0,0.7178532386027217,1,1,1.3194857020122375,1.302611050815124,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1
1,0,0,0,-0.9109613101984925,1,0,-1.5053176599945717,-0.907880833949875,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,1,-0.8295205827584318,1,0,-1.3059197756176204,-0.8862482990280685,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,-0.7480798553183711,1,1,0.7212920488813839,-0.4862671431269123,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,1.5322605130033287,0,1,-0.5083282381098154,0.48057472378647853,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
0,1,0,0,1.2879383306831467,1,1,1.452417624930205,2.132152543020723,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,1,1,1.3693790581232073,1,0,0.8209909910698595,1.623125751901481,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,1,1.572980876723359,1,1,0.5883601259634164,1.6412264443870743,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
1,1,0,0,-0.503757672998189,1,0,0.8209909910698595,-0.2796543606084343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,1.6137012404433895,1,1,0.4886611837749408,1.5326222894735153,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
0,0,1,1,1.572980876723359,1,0,-0.009833527167437319,0.9759156254653939,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
1,0,1,1,0.22920887396235742,1,1,1.219786759823762,0.7392821822391028,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,-0.1779947632379461,1,1,0.8209909910698595,0.15167189691411498,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,1,0,-0.6259187641582801,1,1,0.3889622415864652,-0.46286868698699923,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.02560705536220566,0,1,-0.8406580454047341,-0.4293161838429729,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0,1,1,-0.3815965818380979,0,0,-1.0068229490521936,-0.6482904148881974,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,0,1,1,1.0436161483629647,1,1,-1.5053176599945717,-0.518053725052832,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,1,1,0,1.5322605130033287,1,1,1.3194857020122375,2.2372248554980687,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
1,0,1,0,-1.1552834925186748,1,0,0.1895643572095139,-0.8774186929375353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0.51425142000257,1,0,-1.47208467926508,-0.5970786995631046,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,-0.9109613101984925,1,1,0.1895643572095139,-0.6805184771186438,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
